Datum,Minimum Temp [°C],Maximum Temp [°C],Mittel Temp [°C],Niederschlag [l/m2],Sonnenschein [h],Schneehöhe [cm],Max Windböe [Bft],Max Windböe [km/h]
04.12.2020,"-4,7",-2,"-3,1","0,2",0,4,3.0,14.0
05.12.2020,"-4,4","0,7","-0,4","1,7",0,3,3.0,18.0
06.12.2020,"-0,1","1,7","0,5","6,3",0,1,3.0,14.0
07.12.2020,"-0,9","0,4","-0,1",0,0,5,3.0,17.0
08.12.2020,"-2,7","-0,4","-1,3","1,5",0,1,3.0,19.0
09.12.2020,-1,"0,4","-0,3","5,6",0,3,4.0,28.0
10.12.2020,"-1,5","-0,4","-0,9",0,0,9,2.0,9.0
11.12.2020,"-2,5","-0,6","-1,8",0,0,5,4.0,23.0
12.12.2020,"-2,2","2,5","0,8","0,3",0,4,4.0,20.0
13.12.2020,"1,7","5,1","3,3",0,0,0,3.0,17.0
14.12.2020,"-1,9","2,3","0,4",0,0,0,3.0,16.0
15.12.2020,"-0,6","6,1","2,7","0,1","0,3",0,4.0,20.0
16.12.2020,"0,9","8,7","3,6",0,"5,2",0,3.0,14.0
17.12.2020,1,"4,2","2,3",0,0,0,4.0,28.0
18.12.2020,"-1,8","7,5","2,4",0,"5,5",0,3.0,14.0
19.12.2020,"-2,3","1,3","-0,9",0,0,0,2.0,12.0
20.12.2020,"-0,9",2,0,"0,5",0,0,2.0,11.0
21.12.2020,"1,3","6,4","3,3",3,0,0,5.0,36.0
22.12.2020,"6,4","11,8","9,7","0,4","0,3",0,6.0,39.0
23.12.2020,"8,1","10,4","9,4",7,0,0,4.0,28.0
24.12.2020,1,"8,1","5,5","3,8","0,7",0,7.0,53.0
25.12.2020,"-3,6","1,3","-0,2","0,3",0,0,5.0,38.0
26.12.2020,"-7,1","0,5",-3,0,"6,1",0,4.0,22.0
27.12.2020,"-7,5","-1,5","-3,7",0,"0,2",0,4.0,28.0
28.12.2020,"-2,8",1,"-0,9","0,4",0,1,6.0,44.0
29.12.2020,-1,"4,4","1,8",0,"2,1",1,6.0,45.0
30.12.2020,"-1,3","3,1","0,7",0,"1,6",1,4.0,27.0
31.12.2020,"-4,1","1,4","-0,7","3,2",3,1,5.0,31.0
01.01.2021,"-0,9","1,4","-0,1","0,1",0,5,3.0,17.0
02.01.2021,"-1,7","0,2","-0,8","0,5",0,2,4.0,28.0
03.01.2021,"-2,6","-0,3","-1,5","0,1",0,3,2.0,12.0
04.01.2021,-3,"-1,1","-1,9",0,0,3,5.0,30.0
05.01.2021,"-2,2","-0,7","-1,7","0,6",0,3,4.0,22.0
06.01.2021,"-2,1","-0,1","-1,3","6,5",0,4,2.0,12.0
07.01.2021,"-2,3","0,1","-1,5",0,0,11,3.0,16.0
08.01.2021,"-3,8","-0,3","-2,1",0,"1,1",9,4.0,22.0
09.01.2021,-9,"-0,9","-4,5",0,"2,9",8,4.0,24.0
10.01.2021,"-6,4","-3,6","-4,7",0,0,7,4.0,27.0
11.01.2021,"-8,9","-5,5","-6,6",0,0,7,3.0,19.0
12.01.2021,"-6,7","0,9","-2,2","4,9",0,7,7.0,57.0
13.01.2021,"-1,9","2,2","-0,5","2,5","2,6",18,6.0,39.0
14.01.2021,-4,1,"-1,2",0,0,20,5.0,38.0
15.01.2021,"-6,4",-1,"-4,4",0,"4,9",16,4.0,24.0
16.01.2021,"-6,3","-1,7",-4,"2,6",1,15,4.0,28.0
17.01.2021,"-5,1","-0,3","-2,6","2,1",0,21,4.0,20.0
18.01.2021,"-3,9","1,1","0,1",0,"0,2",23,5.0,29.0
19.01.2021,"-6,8","1,3","-1,4","0,2","0,7",19,6.0,40.0
20.01.2021,"-2,3","4,2","1,3",0,"0,4",17,5.0,33.0
21.01.2021,"-1,8","8,5","4,8","0,2","3,2",15,6.0,49.0
22.01.2021,"1,6","8,8","5,4","3,5",5,5,7.0,61.0
23.01.2021,"-2,1","1,5","-0,2","3,2","0,1",4,6.0,39.0
24.01.2021,"-6,9","0,3","-1,4","1,2","4,4",7,7.0,53.0
25.01.2021,"-6,5","0,7","-2,4","7,4","0,2",9,4.0,28.0
26.01.2021,-3,"0,1","-1,3","0,3","0,4",19,6.0,45.0
07.10.2020,"7,1","11,9","9,1","1,7","2,9",0,5.0,38.0
08.10.2020,"6,4","15,5",11,0,"3,7",0,6.0,39.0
09.10.2020,"9,7",17,"12,7",3,"7,1",0,4.0,25.0
10.10.2020,3,11,"8,1","2,5",0,0,5.0,29.0
11.10.2020,"-0,7","9,3","3,9","0,6","2,7",0,5.0,30.0
12.10.2020,"0,8","8,8","5,1","5,4","0,6",0,4.0,23.0
13.10.2020,"0,6","9,3","4,9",0,"2,9",0,4.0,22.0
14.10.2020,"-0,9","7,5","3,9",0,"2,2",0,5.0,29.0
15.10.2020,"4,6","7,5","6,1","4,4",0,0,3.0,19.0
16.10.2020,"4,7","8,4",7,"2,4",0,0,5.0,31.0
17.10.2020,"4,4","8,6","5,9",0,"0,7",0,3.0,18.0
18.10.2020,"4,8","8,7","6,2",0,"0,4",0,3.0,18.0
19.10.2020,"0,9","10,2","5,9",0,"3,1",0,4.0,22.0
20.10.2020,"-1,6",13,"5,4",0,"3,8",0,4.0,27.0
21.10.2020,"4,4","13,6","9,4",0,"0,2",0,4.0,25.0
22.10.2020,"8,4","18,7","13,8","3,7",5,0,4.0,24.0
23.10.2020,"11,2","13,6","12,2","13,8",0,0,4.0,22.0
24.10.2020,"4,1","14,6","10,6",0,"4,5",0,5.0,30.0
25.10.2020,2,"14,4","7,4",0,"6,9",0,4.0,27.0
26.10.2020,"4,5",9,"6,3","8,1",0,0,5.0,30.0
27.10.2020,"2,9","9,7","5,9","0,1","3,4",0,5.0,34.0
28.10.2020,"3,7","11,4","8,2",2,"1,5",0,5.0,36.0
29.10.2020,"7,8","10,8",9,"2,3","1,1",0,6.0,41.0
30.10.2020,"6,6","12,7","10,2",0,"0,2",0,5.0,29.0
31.10.2020,"3,6","14,7","8,9",0,"8,2",0,4.0,25.0
01.11.2020,"6,4","13,2","9,9","4,2",0,0,6.0,39.0
02.11.2020,"12,3","19,6","15,4",0,"1,9",0,5.0,33.0
03.11.2020,"6,7","15,1","10,2",5,0,0,5.0,36.0
04.11.2020,"5,5",7,"6,2","0,1",0,0,5.0,33.0
05.11.2020,"0,9",9,"5,3",0,"1,9",0,4.0,22.0
06.11.2020,"-0,2","4,1","2,3",0,0,0,3.0,18.0
07.11.2020,"2,3","5,7","3,7",0,"0,9",0,3.0,13.0
08.11.2020,"-0,3","14,9","6,1",0,"7,1",0,3.0,12.0
09.11.2020,"1,3","10,6","4,5","0,3","3,5",0,2.0,12.0
10.11.2020,"3,3",7,"4,7","0,2",0,0,2.0,7.0
11.11.2020,"3,9","9,2","5,7","0,2","1,2",0,3.0,15.0
12.11.2020,"3,1","10,7","7,2",0,"1,6",0,5.0,31.0
13.11.2020,"3,3","11,9","7,8",0,"1,4",0,4.0,22.0
14.11.2020,"1,9","13,3","8,4",0,"8,7",0,4.0,24.0
15.11.2020,"1,5","13,5","7,8",2,"7,9",0,5.0,37.0
16.11.2020,"6,8","11,2","8,3","0,1","0,5",0,6.0,39.0
17.11.2020,"1,3","10,8","6,8",0,"5,8",0,4.0,27.0
18.11.2020,"-1,4","10,5","4,9",0,"8,5",0,4.0,20.0
19.11.2020,"3,7","9,5","6,3","6,4","0,7",0,6.0,44.0
20.11.2020,"-2,9","4,2","2,2",0,"5,3",0,5.0,33.0
21.11.2020,"-5,3","3,9","-1,6",0,"6,9",0,3.0,16.0
22.11.2020,"-5,3","7,8","0,3",0,"7,3",0,3.0,14.0
23.11.2020,"-0,7","6,2","3,1","0,2",0,0,3.0,13.0
24.11.2020,"0,5","4,4","3,2",0,0,0,4.0,25.0
25.11.2020,"-1,9","0,7","-0,7",0,0,0,3.0,13.0
26.11.2020,"-1,9","0,1",-1,0,0,0,3.0,16.0
27.11.2020,"-2,2","0,2","-1,2",0,0,0,3.0,13.0
28.11.2020,-3,"-0,9","-1,8",0,0,0,4.0,28.0
29.11.2020,"-2,7","-0,7","-1,8",0,"1,6",0,5.0,31.0
30.11.2020,"-3,1","-1,9","-2,5","4,1",0,0,5.0,37.0
01.12.2020,"-2,6","0,6","-0,6","3,5",0,2,5.0,34.0
