Date,Min Temp [°C],Max Temp [°C],Mean Temp [°C],Precipitation [l/m2],Sunshine [h],Snow Depth [cm],Max Wind Gust [km/h]
2021-01-15,-6.4,-1.0,-4.4,0.0,4.9,16.0,24.0
2021-01-16,-6.3,-1.7,-4.0,2.6,1.0,15.0,28.0
2021-01-17,-5.1,-0.3,-2.6,2.1,0.0,21.0,20.0
2021-01-18,-3.9,1.1,0.1,0.0,0.2,23.0,29.0
2021-01-19,-6.8,1.3,-1.4,0.2,0.7,19.0,40.0
2021-01-20,-2.3,4.2,1.3,0.0,0.4,17.0,33.0
2021-01-21,-1.8,8.5,4.8,0.2,3.2,15.0,49.0
2021-01-22,1.6,8.8,5.4,3.5,5.0,5.0,61.0
2021-01-23,-2.1,1.5,-0.2,3.2,0.1,4.0,39.0
2021-01-24,-6.9,0.3,-1.4,1.2,4.4,7.0,53.0
2021-01-25,-6.5,0.7,-2.4,7.4,0.2,9.0,28.0
2021-01-26,-3.0,0.1,-1.3,0.3,0.4,19.0,45.0
2020-10-07,7.1,11.9,9.1,1.7,2.9,0.0,38.0
2020-10-08,6.4,15.5,11.0,0.0,3.7,0.0,39.0
2020-10-09,9.7,17.0,12.7,3.0,7.1,0.0,25.0
2020-10-10,3.0,11.0,8.1,2.5,0.0,0.0,29.0
2020-10-11,-0.7,9.3,3.9,0.6,2.7,0.0,30.0
2020-10-12,0.8,8.8,5.1,5.4,0.6,0.0,23.0
2020-10-13,0.6,9.3,4.9,0.0,2.9,0.0,22.0
2020-10-14,-0.9,7.5,3.9,0.0,2.2,0.0,29.0
2020-10-15,4.6,7.5,6.1,4.4,0.0,0.0,19.0
2020-10-16,4.7,8.4,7.0,2.4,0.0,0.0,31.0
2020-10-17,4.4,8.6,5.9,0.0,0.7,0.0,18.0
2020-10-18,4.8,8.7,6.2,0.0,0.4,0.0,18.0
2020-10-19,0.9,10.2,5.9,0.0,3.1,0.0,22.0
2020-10-20,-1.6,13.0,5.4,0.0,3.8,0.0,27.0
2020-10-21,4.4,13.6,9.4,0.0,0.2,0.0,25.0
2020-10-22,8.4,18.7,13.8,3.7,5.0,0.0,24.0
2020-10-23,11.2,13.6,12.2,13.8,0.0,0.0,22.0
2020-10-24,4.1,14.6,10.6,0.0,4.5,0.0,30.0
2020-10-25,2.0,14.4,7.4,0.0,6.9,0.0,27.0
2020-10-26,4.5,9.0,6.3,8.1,0.0,0.0,30.0
2020-10-27,2.9,9.7,5.9,0.1,3.4,0.0,34.0
2020-10-28,3.7,11.4,8.2,2.0,1.5,0.0,36.0
2020-10-29,7.8,10.8,9.0,2.3,1.1,0.0,41.0
2020-10-30,6.6,12.7,10.2,0.0,0.2,0.0,29.0
2020-10-31,3.6,14.7,8.9,0.0,8.2,0.0,25.0
2020-11-01,6.4,13.2,9.9,4.2,0.0,0.0,39.0
2020-11-02,12.3,19.6,15.4,0.0,1.9,0.0,33.0
2020-11-03,6.7,15.1,10.2,5.0,0.0,0.0,36.0
2020-11-04,5.5,7.0,6.2,0.1,0.0,0.0,33.0
2020-11-05,0.9,9.0,5.3,0.0,1.9,0.0,22.0
2020-11-06,-0.2,4.1,2.3,0.0,0.0,0.0,18.0
2020-11-07,2.3,5.7,3.7,0.0,0.9,0.0,13.0
2020-11-08,-0.3,14.9,6.1,0.0,7.1,0.0,12.0
2020-11-09,1.3,10.6,4.5,0.3,3.5,0.0,12.0
2020-11-10,3.3,7.0,4.7,0.2,0.0,0.0,7.0
2020-11-11,3.9,9.2,5.7,0.2,1.2,0.0,15.0
2020-11-12,3.1,10.7,7.2,0.0,1.6,0.0,31.0
2020-11-13,3.3,11.9,7.8,0.0,1.4,0.0,22.0
2020-11-14,1.9,13.3,8.4,0.0,8.7,0.0,24.0
2020-11-15,1.5,13.5,7.8,2.0,7.9,0.0,37.0
2020-11-16,6.8,11.2,8.3,0.1,0.5,0.0,39.0
2020-11-17,1.3,10.8,6.8,0.0,5.8,0.0,27.0
2020-11-18,-1.4,10.5,4.9,0.0,8.5,0.0,20.0
2020-11-19,3.7,9.5,6.3,6.4,0.7,0.0,44.0
2020-11-20,-2.9,4.2,2.2,0.0,5.3,0.0,33.0
2020-11-21,-5.3,3.9,-1.6,0.0,6.9,0.0,16.0
2020-11-22,-5.3,7.8,0.3,0.0,7.3,0.0,14.0
2020-11-23,-0.7,6.2,3.1,0.2,0.0,0.0,13.0
2020-11-24,0.5,4.4,3.2,0.0,0.0,0.0,25.0
2020-11-25,-1.9,0.7,-0.7,0.0,0.0,0.0,13.0
2020-11-26,-1.9,0.1,-1.0,0.0,0.0,0.0,16.0
2020-11-27,-2.2,0.2,-1.2,0.0,0.0,0.0,13.0
2020-11-28,-3.0,-0.9,-1.8,0.0,0.0,0.0,28.0
2020-11-29,-2.7,-0.7,-1.8,0.0,1.6,0.0,31.0
2020-11-30,-3.1,-1.9,-2.5,4.1,0.0,0.0,37.0
2020-12-01,-2.6,0.6,-0.6,3.5,0.0,2.0,34.0
