Date,Min Temp [°C],Max Temp [°C],Mean Temp [°C],Precipitation [l/m2],Sunshine [h],Snow Depth [cm],Max Wind Gust [km/h]
2022-02-12,-5.6,4.3,-1.0,0.0,7.4,0.0,33.0
2022-02-13,-2.7,8.7,2.0,0.0,9.6,0.0,30.0
2022-02-14,-2.2,9.5,4.5,0.0,4.0,0.0,28.0
2022-02-15,0.9,5.6,3.6,1.3,0.7,0.0,34.0
2022-02-16,0.7,8.9,4.4,1.5,0.1,0.0,63.0
2022-02-17,5.6,10.7,8.8,1.2,5.4,0.0,73.0
2022-02-18,4.6,13.6,8.2,0.9,0.8,0.0,65.0
2022-02-19,1.5,7.3,4.3,0.0,9.7,0.0,49.0
2022-02-20,2.1,9.0,5.9,2.4,2.8,0.0,67.0
2022-02-21,0.7,7.9,3.8,1.6,1.8,0.0,69.0
2022-02-22,1.9,6.8,4.4,1.0,2.4,0.0,49.0
2021-11-03,-0.3,7.7,4.0,4.7,2.0,0.0,19.0
2021-11-04,2.4,5.5,4.0,1.9,0.1,0.0,36.0
2021-11-05,2.4,6.7,4.2,0.3,0.3,0.0,22.0
2021-11-06,-2.3,5.3,1.5,0.0,4.8,0.0,16.0
2021-11-07,-0.4,6.0,3.0,0.0,1.5,0.0,33.0
2021-11-08,-1.1,8.2,3.8,0.0,3.2,0.0,18.0
2021-11-09,-1.9,7.2,1.9,0.0,9.0,0.0,37.0
2021-11-10,-2.9,7.8,1.2,0.0,1.8,0.0,15.0
2021-11-11,-2.4,11.1,3.0,0.0,8.6,0.0,16.0
2021-11-12,-1.5,2.7,0.1,0.0,0.0,0.0,15.0
2021-11-13,-0.3,5.3,3.0,1.0,0.0,0.0,20.0
2021-11-14,4.3,7.0,5.8,0.1,0.0,0.0,36.0
2021-11-15,3.0,5.0,3.7,0.0,0.0,0.0,38.0
2021-11-16,2.7,3.9,3.2,0.0,0.0,0.0,13.0
2021-11-17,1.9,4.1,3.1,0.0,0.0,0.0,25.0
2021-11-18,0.2,6.3,3.7,0.0,0.3,0.0,18.0
2021-11-19,-2.1,5.6,1.7,0.1,7.1,0.0,19.0
2021-11-20,0.5,4.4,2.9,0.0,0.0,0.0,21.0
2021-11-21,-1.0,2.6,0.7,0.1,0.0,0.0,24.0
2021-11-22,0.3,4.1,2.4,1.0,0.0,0.0,35.0
2021-11-23,-3.8,2.8,-0.8,0.0,6.0,0.0,26.0
2021-11-24,-2.9,-0.9,-2.0,0.0,0.0,0.0,24.0
2021-11-25,-1.9,-1.2,-1.5,0.0,0.0,0.0,19.0
2021-11-26,-2.0,1.0,-0.7,0.0,0.0,0.0,34.0
2021-11-27,-3.0,3.6,0.1,0.5,0.7,0.0,35.0
2021-11-28,-3.2,1.4,-0.9,1.0,0.0,0.0,14.0
2021-11-29,-1.7,0.3,-0.8,1.9,0.4,1.0,33.0
2021-11-30,-1.5,1.1,-0.3,11.3,0.0,4.0,58.0
2021-12-01,1.0,6.3,3.9,2.9,2.9,7.0,46.0
2021-12-02,-1.3,4.0,1.3,0.9,1.4,0.0,38.0
2021-12-03,-1.9,1.4,-0.7,2.0,5.6,0.0,33.0
2021-12-04,-1.2,6.3,3.1,3.6,0.0,1.0,51.0
2021-12-05,-0.6,4.4,1.1,0.0,3.6,0.0,30.0
2021-12-06,-2.2,2.8,-0.1,0.7,1.5,0.0,19.0
2021-12-07,-3.6,2.9,-0.1,1.8,2.3,1.0,35.0
2021-12-08,-2.5,0.6,-0.6,13.5,0.0,0.0,16.0
2021-12-09,-0.3,2.5,0.6,0.0,2.6,8.0,27.0
2021-12-10,-7.3,1.0,-1.9,2.1,0.4,5.0,31.0
2021-12-11,-2.1,1.0,0.1,0.0,0.0,7.0,35.0
2021-12-12,-3.6,2.6,0.4,0.0,3.0,6.0,29.0
2021-12-13,1.1,4.6,2.3,0.2,0.0,3.0,15.0
2021-12-14,-0.3,4.7,1.6,0.0,2.3,0.0,21.0
2021-12-15,1.4,2.9,2.3,0.0,0.0,0.0,16.0
2021-12-16,0.4,3.4,1.6,0.0,0.0,0.0,15.0
2021-12-17,0.4,5.2,2.4,0.0,4.0,0.0,22.0
2021-12-18,-2.1,0.5,-0.9,0.0,0.0,0.0,19.0
2021-12-19,-3.0,0.1,-1.4,0.0,0.0,0.0,24.0
2021-12-20,-3.9,2.7,-0.2,0.0,0.9,0.0,17.0
2021-12-21,-6.3,-1.8,-3.6,0.0,2.7,0.0,23.0
2021-12-22,-5.9,-3.4,-4.5,0.0,1.8,0.0,23.0
2021-12-23,-5.6,3.2,-1.5,0.0,0.4,0.0,33.0
2021-12-24,2.1,4.8,3.5,6.6,0.0,0.0,33.0
2021-12-25,1.1,7.0,4.8,2.8,0.0,0.0,23.0
2021-12-26,0.2,4.7,2.0,1.2,0.0,0.0,15.0
2021-12-27,4.3,5.9,5.0,2.0,0.0,0.0,37.0
2021-12-28,3.6,8.8,5.8,9.8,0.0,0.0,65.0
2021-09-08,9.0,23.9,15.7,0.0,12.5,0.0,28.0
2021-09-09,10.0,25.2,17.6,0.0,11.2,0.0,37.0
2021-09-10,10.8,24.5,17.5,0.6,10.2,0.0,35.0
2021-09-11,13.0,21.1,16.4,0.9,2.8,0.0,26.0
2021-09-12,10.6,22.8,15.9,0.0,9.8,0.0,21.0
2021-09-13,9.3,23.8,16.0,0.0,10.2,0.0,20.0
2021-09-14,9.3,26.0,17.7,0.0,9.9,0.0,24.0
2021-09-15,14.4,21.4,17.5,5.1,0.9,0.0,25.0
2021-09-16,10.0,18.7,14.9,3.3,0.5,0.0,32.0
2021-09-17,6.7,17.5,12.1,0.0,2.6,0.0,16.0
2021-09-18,5.3,19.6,12.2,0.0,11.6,0.0,17.0
2021-09-19,6.4,18.0,12.5,0.5,6.9,0.0,24.0
2021-09-20,8.0,14.3,11.8,0.0,0.2,0.0,15.0
2021-09-21,4.4,14.7,10.6,0.0,1.7,0.0,18.0
2021-09-22,2.5,16.6,9.2,0.0,10.5,0.0,21.0
2021-09-23,2.3,20.7,11.6,0.0,11.8,0.0,27.0
2021-09-24,6.7,21.0,13.4,0.0,11.6,0.0,23.0
2021-09-25,4.7,23.2,14.5,0.1,11.0,0.0,20.0
2021-09-26,13.5,20.5,16.9,0.5,3.3,0.0,39.0
2021-09-27,10.4,20.6,15.0,0.0,4.1,0.0,26.0
2021-09-28,9.7,16.4,12.7,0.7,6.5,0.0,29.0
2021-09-29,7.0,18.5,12.2,0.4,6.0,0.0,46.0
2021-09-30,2.3,14.3,7.9,0.0,11.2,0.0,21.0
2021-10-01,0.9,18.7,9.3,0.0,10.8,0.0,24.0
2021-10-02,7.4,20.1,13.8,0.0,5.4,0.0,24.0
2021-10-03,7.5,20.6,14.1,0.0,0.8,0.0,36.0
2021-10-04,8.9,13.3,11.1,2.1,0.0,0.0,22.0
2021-10-05,9.1,13.0,10.5,2.0,0.9,0.0,51.0
2021-10-06,7.4,12.8,9.2,0.4,4.8,0.0,31.0
2021-10-07,7.0,12.5,9.2,0.0,2.0,0.0,23.0
2021-10-08,6.5,13.1,9.7,0.0,0.2,0.0,28.0
2021-10-09,3.1,13.1,7.9,0.0,6.1,0.0,41.0
2021-10-10,-1.4,11.6,5.0,0.0,10.4,0.0,23.0
2021-10-11,-2.6,13.8,5.8,0.0,8.1,0.0,26.0
2021-10-12,5.1,9.2,7.3,2.6,0.0,0.0,36.0
2021-10-13,2.1,10.3,5.7,0.0,4.1,0.0,28.0
2021-10-14,-0.8,12.4,4.8,0.0,4.6,0.0,23.0
2021-10-15,-1.6,14.8,5.8,0.0,7.2,0.0,22.0
2021-10-16,0.5,11.3,6.3,0.0,3.1,0.0,21.0
2021-10-17,-1.0,9.5,4.1,0.0,3.4,0.0,17.0
2021-10-18,1.1,9.8,5.5,0.0,3.7,0.0,15.0
2021-10-19,1.7,13.1,8.9,0.7,0.0,0.0,27.0
2021-10-20,6.4,18.6,12.6,6.1,7.1,0.0,35.0
2021-10-21,6.7,13.4,11.3,1.3,6.5,0.0,80.0
2021-10-22,2.8,9.7,6.0,0.0,8.6,0.0,36.0
2021-10-23,0.5,11.0,5.1,0.0,4.0,0.0,22.0
2021-10-24,-1.9,9.6,3.0,0.0,9.9,0.0,20.0
2021-10-25,-1.8,12.7,4.5,0.0,4.4,0.0,13.0
2021-10-26,1.1,12.6,6.7,0.2,2.8,0.0,27.0
2021-10-27,0.2,11.6,5.5,0.2,7.2,0.0,18.0
2021-10-28,2.7,14.3,7.5,0.0,5.8,0.0,24.0
2021-10-29,1.8,5.3,3.6,0.0,0.0,0.0,15.0
2021-10-30,2.4,6.8,4.5,0.8,0.0,0.0,16.0
2021-10-31,5.1,16.8,9.7,0.4,8.5,0.0,19.0
2021-11-01,4.7,11.5,7.8,4.6,0.0,0.0,43.0
2021-11-02,-0.2,9.3,5.3,0.9,2.5,0.0,35.0
2021-07-14,10.4,20.3,14.2,1.9,2.8,0.0,28.0
2021-07-15,12.6,19.3,14.7,7.5,1.5,0.0,25.0
2021-07-16,12.7,22.3,17.0,0.0,5.2,0.0,32.0
2021-07-17,15.5,18.8,17.0,0.7,0.0,0.0,33.0
2021-07-18,14.0,23.9,18.7,0.0,13.9,0.0,32.0
2021-07-19,12.5,26.1,19.4,0.0,12.6,0.0,31.0
2021-07-20,10.9,22.8,17.1,0.0,13.8,0.0,27.0
2021-07-21,9.5,24.8,17.6,0.0,13.5,0.0,22.0
2021-07-22,10.4,26.0,18.4,4.5,10.3,0.0,42.0
2021-07-23,11.2,26.7,19.3,0.0,13.8,0.0,24.0
2021-07-24,12.2,21.8,16.9,13.9,1.8,0.0,28.0
2021-07-25,13.6,20.7,17.1,0.9,2.4,0.0,24.0
2021-07-26,12.8,24.1,17.6,0.0,3.3,0.0,30.0
2021-07-27,12.0,24.3,18.5,0.0,7.6,0.0,19.0
2021-07-28,13.2,21.4,17.1,3.9,5.2,0.0,32.0
2021-07-29,11.2,25.0,18.2,0.0,10.8,0.0,31.0
2021-07-30,10.6,27.8,18.4,3.4,10.9,0.0,49.0
2021-07-31,13.9,23.2,17.9,18.0,8.7,0.0,29.0
2021-08-01,11.3,16.6,13.5,5.4,0.9,0.0,33.0
2021-08-02,9.2,20.2,14.4,3.6,5.2,0.0,41.0
2021-08-03,7.7,19.7,13.6,9.2,3.4,0.0,26.0
2021-08-04,11.7,18.4,14.0,5.1,2.0,0.0,22.0
2021-08-05,12.3,20.6,15.1,2.5,3.7,0.0,26.0
2021-08-06,12.5,22.1,16.4,0.7,6.0,0.0,43.0
2021-08-07,12.2,19.6,14.7,7.8,0.3,0.0,31.0
2021-08-08,9.1,20.5,15.1,0.0,6.5,0.0,26.0
2021-08-09,7.2,22.7,15.6,0.0,10.4,0.0,27.0
2021-08-10,9.2,25.4,17.3,0.0,7.7,0.0,32.0
2021-08-11,11.2,27.3,19.1,0.0,10.5,0.0,29.0
2021-08-12,11.8,29.0,20.6,0.0,13.1,0.0,20.0
2021-08-13,15.3,29.9,22.2,0.0,10.7,0.0,33.0
2021-08-14,14.7,29.8,22.5,0.0,11.6,0.0,23.0
2021-08-15,14.8,28.4,20.7,3.3,8.4,0.0,55.0
2021-08-16,11.0,20.5,17.6,1.0,2.6,0.0,44.0
2021-08-17,7.7,17.9,12.5,1.5,7.6,0.0,37.0
2021-08-18,11.0,19.7,14.4,0.0,1.5,0.0,25.0
2021-08-19,12.2,20.0,16.2,0.0,1.0,0.0,22.0
2021-08-20,12.5,23.7,17.7,0.0,7.2,0.0,21.0
2021-08-21,9.7,27.0,18.3,0.1,10.4,0.0,31.0
2021-08-22,11.2,21.0,16.4,1.5,0.7,0.0,36.0
2021-08-23,10.6,19.8,14.6,1.0,3.4,0.0,30.0
2021-08-24,8.8,17.9,12.9,0.1,1.3,0.0,30.0
2021-08-25,8.8,19.3,13.6,0.0,13.0,0.0,40.0
2021-08-26,8.1,16.0,12.1,0.4,1.7,0.0,41.0
2021-08-27,9.1,16.5,12.6,3.8,6.6,0.0,35.0
2021-08-28,10.6,15.7,12.1,7.5,3.7,0.0,25.0
2021-08-29,10.1,13.9,11.8,10.8,0.0,0.0,24.0
2021-08-30,12.0,16.5,13.4,7.4,1.5,0.0,38.0
2021-08-31,9.0,17.8,13.2,0.6,3.8,0.0,27.0
2021-09-01,7.1,19.2,13.2,0.0,10.0,0.0,28.0
2021-09-02,6.7,21.2,13.9,0.0,12.8,0.0,34.0
2021-09-03,8.2,22.0,14.5,0.0,12.7,0.0,18.0
2021-09-04,6.7,22.9,14.7,0.0,12.7,0.0,20.0
2021-09-05,7.6,23.4,15.4,0.0,12.6,0.0,25.0
2021-09-06,6.8,23.6,15.3,0.0,12.3,0.0,30.0
2021-09-07,7.0,23.2,15.0,0.0,9.1,0.0,26.0
2021-05-19,4.8,14.3,8.7,0.9,4.7,0.0,45.0
2021-05-20,4.1,13.4,9.1,0.0,4.1,0.0,33.0
2021-05-21,6.6,13.0,9.3,10.1,0.3,0.0,44.0
2021-05-22,5.8,16.3,10.7,3.8,10.6,0.0,51.0
2021-05-23,3.8,15.3,9.8,0.4,6.7,0.0,44.0
2021-05-24,2.6,13.1,8.7,3.6,0.2,0.0,68.0
2021-05-25,4.6,13.7,9.0,0.0,6.3,0.0,48.0
2021-05-26,6.7,12.1,8.9,6.2,0.0,0.0,46.0
2021-05-27,6.1,13.2,9.4,0.2,2.5,0.0,29.0
2021-05-28,5.8,15.2,10.8,0.0,5.2,0.0,24.0
2021-05-29,5.8,16.9,11.5,0.0,8.4,0.0,33.0
2021-05-30,4.2,17.1,10.7,0.0,13.5,0.0,32.0
2021-05-31,3.1,17.3,11.2,0.0,15.3,0.0,32.0
2021-06-01,3.9,20.2,13.1,0.0,15.3,0.0,34.0
2021-06-02,4.3,23.7,15.5,0.0,14.4,0.0,29.0
2021-06-03,9.3,24.2,17.7,0.0,6.8,0.0,28.0
2021-06-04,10.9,23.8,16.6,0.6,3.9,0.0,42.0
2021-06-05,11.9,20.3,15.2,11.7,1.4,0.0,44.0
2021-06-06,13.4,16.6,14.7,7.6,0.0,0.0,30.0
2021-06-07,13.4,19.5,16.2,0.3,3.4,0.0,31.0
2021-06-08,12.9,21.1,16.6,0.0,3.2,0.0,28.0
2021-06-09,11.6,22.5,16.3,8.0,6.4,0.0,36.0
2021-06-10,9.4,22.6,16.7,0.0,9.7,0.0,27.0
2021-06-11,10.1,24.3,18.1,0.0,13.5,0.0,23.0
2021-06-12,10.8,25.0,18.8,0.0,11.4,0.0,41.0
2021-06-13,9.6,21.6,16.4,0.0,14.5,0.0,26.0
2021-06-14,7.4,23.7,16.4,0.0,15.7,0.0,22.0
2021-06-15,8.0,26.2,18.5,0.0,15.1,0.0,22.0
2021-06-16,11.0,27.3,20.0,0.0,13.9,0.0,22.0
2021-06-17,11.4,30.5,21.6,0.0,14.8,0.0,19.0
2021-06-18,11.3,30.5,22.3,0.0,14.4,0.0,22.0
2021-06-19,17.4,29.0,23.7,1.0,12.6,0.0,27.0
2021-06-20,13.9,25.3,20.3,5.8,3.6,0.0,60.0
2021-06-21,13.2,25.9,19.1,15.7,11.0,0.0,41.0
2021-06-22,13.9,21.9,17.3,7.9,6.7,0.0,32.0
2021-06-23,12.9,23.3,17.9,56.4,9.6,0.0,59.0
2021-06-24,12.0,22.5,17.1,4.1,9.0,0.0,30.0
2021-06-25,11.8,18.8,15.3,0.0,6.2,0.0,32.0
2021-06-26,10.9,22.3,16.9,0.0,10.1,0.0,24.0
2021-06-27,11.8,25.4,19.0,0.5,10.2,0.0,30.0
2021-06-28,15.0,27.5,21.0,13.5,11.3,0.0,46.0
2021-06-29,12.5,22.7,16.1,13.3,7.2,0.0,59.0
2021-06-30,10.7,17.2,13.6,12.9,4.3,0.0,31.0
2021-07-01,10.3,15.7,12.4,0.8,1.1,0.0,34.0
2021-07-02,9.3,20.9,15.0,0.0,12.8,0.0,35.0
2021-07-03,7.6,23.8,16.6,3.4,11.3,0.0,29.0
2021-07-04,12.9,21.8,16.2,12.8,3.6,0.0,35.0
2021-07-05,11.7,20.5,15.7,0.2,2.7,0.0,31.0
2021-07-06,10.2,26.5,17.8,4.4,8.2,0.0,40.0
2021-07-07,15.0,18.5,16.3,6.9,2.2,0.0,19.0
2021-07-08,14.0,18.7,15.7,55.4,0.3,0.0,32.0
2021-07-09,10.1,20.3,15.0,2.9,3.5,0.0,37.0
2021-07-10,8.3,23.3,16.1,11.7,11.1,0.0,48.0
2021-07-11,10.5,20.1,15.5,1.4,4.5,0.0,21.0
2021-07-12,9.3,25.1,17.8,0.0,10.4,0.0,31.0
2021-07-13,11.1,17.7,15.2,14.3,1.2,0.0,45.0
2021-03-24,-4.5,13.3,3.7,0.0,11.8,0.0,24.0
2021-03-25,-1.9,15.6,6.9,0.3,9.0,0.0,28.0
2021-03-26,0.2,15.7,9.1,3.8,10.1,0.0,38.0
2021-03-27,4.3,10.2,6.9,0.0,5.4,0.0,55.0
2021-03-28,-1.0,13.4,6.9,0.0,10.3,0.0,32.0
2021-03-29,0.1,18.4,9.4,0.0,10.5,0.0,26.0
2021-03-30,0.5,20.3,10.8,0.0,11.9,0.0,24.0
2021-03-31,0.7,22.0,11.7,0.0,12.2,0.0,21.0
2021-04-01,4.5,22.3,13.6,0.0,9.8,0.0,37.0
2021-04-02,1.2,12.4,7.8,0.0,9.8,0.0,48.0
2021-04-03,-1.2,7.9,3.7,0.0,2.7,0.0,29.0
2021-04-04,-3.5,11.3,4.0,0.0,12.1,0.0,21.0
2021-04-05,-2.8,11.9,3.0,0.5,3.3,0.0,62.0
2021-04-06,-4.7,2.9,-1.5,0.8,4.5,0.0,50.0
2021-04-07,-3.1,2.4,-1.3,0.5,3.8,0.0,53.0
2021-04-08,-3.6,6.9,1.4,0.0,7.3,0.0,35.0
2021-04-09,-5.3,15.0,5.7,0.0,7.4,0.0,35.0
2021-04-10,5.2,15.8,10.7,0.0,4.2,0.0,42.0
2021-04-11,5.3,18.7,11.4,2.0,7.1,0.0,45.0
2021-04-12,-1.3,5.6,1.7,0.4,0.4,0.0,36.0
2021-04-13,-3.9,6.2,1.0,0.0,7.9,0.0,39.0
2021-04-14,-4.9,4.9,0.5,0.2,4.2,0.0,33.0
2021-04-15,-4.2,6.8,1.1,0.0,8.6,0.0,40.0
2021-04-16,-4.2,5.0,0.2,0.0,3.4,0.0,27.0
2021-04-17,-3.7,7.0,2.4,0.1,0.6,0.0,30.0
2021-04-18,0.2,6.0,3.2,0.2,0.0,0.0,14.0
2021-04-19,-0.3,8.8,4.3,0.7,2.4,0.0,27.0
2021-04-20,0.0,12.8,6.4,0.0,4.9,0.0,22.0
2021-04-21,-1.1,15.8,8.3,0.5,9.2,0.0,28.0
2021-04-22,-0.1,13.3,7.8,0.0,8.8,0.0,34.0
2021-04-23,-2.5,15.2,7.2,0.0,13.0,0.0,22.0
2021-04-24,-1.6,17.8,8.9,0.0,12.9,0.0,22.0
2021-04-25,2.1,15.0,8.3,0.0,13.2,0.0,35.0
2021-04-26,0.8,13.9,7.4,0.0,13.3,0.0,36.0
2021-04-27,0.8,15.1,8.2,0.0,12.9,0.0,33.0
2021-04-28,1.3,17.4,10.5,0.3,6.1,0.0,33.0
2021-04-29,6.8,13.9,10.4,0.0,1.5,0.0,42.0
2021-04-30,4.5,13.7,6.8,5.2,3.0,0.0,45.0
2021-05-01,3.9,7.8,5.8,18.2,0.0,0.0,27.0
2021-05-02,1.9,9.7,5.4,0.2,3.2,0.0,41.0
2021-05-03,-1.4,11.7,5.6,0.0,5.3,0.0,31.0
2021-05-04,-0.4,14.9,9.1,4.9,0.3,0.0,65.0
2021-05-05,2.2,9.2,5.8,0.3,5.3,0.0,70.0
2021-05-06,0.5,8.6,5.6,15.0,0.4,0.0,35.0
2021-05-07,-1.2,9.8,5.8,3.1,4.6,0.0,49.0
2021-05-08,-2.4,16.6,8.1,0.0,11.1,0.0,32.0
2021-05-09,3.1,26.0,16.5,0.0,13.5,0.0,30.0
2021-05-10,11.2,24.4,17.0,0.0,4.8,0.0,45.0
2021-05-11,9.0,14.1,11.3,16.9,0.9,0.0,28.0
2021-05-12,4.8,11.1,8.9,0.3,0.0,0.0,26.0
2021-05-13,4.2,14.3,9.2,0.1,2.9,0.0,30.0
2021-05-14,3.7,15.5,9.4,7.1,6.1,0.0,35.0
2021-05-15,5.7,14.9,9.2,5.7,5.8,0.0,47.0
2021-05-16,6.1,14.5,9.6,2.1,3.7,0.0,44.0
2021-05-17,5.7,13.0,8.8,5.6,4.6,0.0,54.0
2021-05-18,5.7,12.3,8.5,7.4,4.3,0.0,36.0
2021-01-27,-5.0,-0.5,-2.4,0.5,0.0,19.0,33.0
2021-01-28,-0.5,8.3,3.5,9.0,0.0,17.0,43.0
2021-01-29,3.3,8.0,5.6,6.8,2.0,0.0,52.0
2021-01-30,-0.3,5.7,3.4,6.5,0.6,0.0,40.0
2021-01-31,-1.1,-0.1,-0.6,0.7,0.0,0.0,27.0
2021-02-01,-0.3,6.2,2.9,2.2,0.1,0.0,28.0
2021-02-02,3.0,8.7,6.3,4.7,0.0,0.0,45.0
2021-02-03,6.8,9.8,7.9,6.7,0.0,0.0,57.0
2021-02-04,3.5,8.7,6.1,1.0,5.8,0.0,53.0
2021-02-05,3.7,10.2,6.4,1.0,0.6,0.0,16.0
2021-02-06,4.0,6.1,5.2,0.0,0.0,0.0,32.0
2021-02-07,0.2,4.0,2.3,15.1,0.0,0.0,24.0
2021-02-08,-2.2,4.5,0.5,1.9,2.1,0.0,30.0
2021-02-09,-3.0,-1.2,-2.1,1.5,0.0,0.0,21.0
2021-02-10,-10.4,-2.8,-5.5,4.6,0.0,2.0,32.0
2021-02-11,-14.4,-7.6,-10.6,0.0,9.2,9.0,27.0
2021-02-12,-13.8,-7.3,-10.2,0.0,6.6,8.0,43.0
2021-02-13,-13.2,-6.8,-10.1,0.0,9.7,8.0,46.0
2021-02-14,-14.1,-3.4,-8.4,0.0,9.7,8.0,30.0
2021-02-15,-13.8,1.3,-4.9,0.8,0.5,8.0,33.0
2021-02-16,0.7,7.6,3.6,0.1,2.4,7.0,24.0
2021-02-17,-2.0,9.7,4.8,0.0,3.3,1.0,33.0
2021-02-18,-3.2,7.7,2.2,0.5,4.2,0.0,22.0
2021-02-19,2.0,10.5,5.8,0.0,1.1,0.0,26.0
2021-02-20,-1.0,13.2,5.1,0.0,9.5,0.0,17.0
2021-02-21,-1.9,12.1,4.3,0.0,10.1,0.0,19.0
2021-02-22,-0.9,10.9,3.9,0.0,5.4,0.0,13.0
2021-02-23,0.2,17.0,7.3,0.0,8.3,0.0,18.0
2021-02-24,1.6,17.3,8.9,0.0,8.6,0.0,17.0
2021-02-25,-0.2,18.0,7.8,0.0,9.9,0.0,19.0
2021-02-26,0.1,15.5,6.8,0.6,6.2,0.0,39.0
2021-02-27,-0.6,7.0,2.5,0.0,8.1,0.0,35.0
2021-02-28,-1.7,7.4,1.5,0.0,8.0,0.0,39.0
2021-03-01,-3.1,10.5,3.4,0.0,10.5,0.0,27.0
2021-03-02,-2.5,12.9,4.6,0.0,10.4,0.0,17.0
2021-03-03,-2.0,10.2,3.8,0.0,0.0,0.0,14.0
2021-03-04,2.2,13.6,7.2,2.0,5.9,0.0,35.0
2021-03-05,-3.2,5.1,1.6,0.2,0.1,0.0,34.0
2021-03-06,-5.2,3.8,-1.3,0.0,10.9,0.0,37.0
2021-03-07,-7.4,7.9,0.0,0.0,7.4,0.0,22.0
2021-03-08,-5.9,5.6,-0.4,0.0,10.3,0.0,25.0
2021-03-09,-5.1,5.6,0.5,0.0,5.4,0.0,22.0
2021-03-10,0.6,7.4,3.6,0.0,3.0,0.0,30.0
2021-03-11,2.4,13.2,7.5,9.5,1.1,0.0,60.0
2021-03-12,2.8,8.7,5.4,0.2,6.2,0.0,55.0
2021-03-13,1.6,9.4,5.2,5.2,1.2,0.0,74.0
2021-03-14,0.0,3.5,1.4,5.3,2.8,0.0,38.0
2021-03-15,0.0,5.3,1.8,4.2,3.3,0.0,42.0
2021-03-16,0.2,5.0,1.8,3.1,2.9,0.0,45.0
2021-03-17,-3.3,3.3,0.6,2.6,2.3,1.0,28.0
2021-03-18,-4.0,3.4,-0.3,0.0,6.1,0.0,33.0
2021-03-19,-4.7,3.6,-1.2,5.1,2.3,0.0,31.0
2021-03-20,-5.8,0.5,-2.3,0.0,8.6,2.0,29.0
2021-03-21,-1.4,3.8,0.9,0.0,0.2,0.0,31.0
2021-03-22,0.5,2.9,1.5,0.0,0.0,0.0,26.0
2021-03-23,-2.8,5.3,2.3,0.0,0.0,0.0,14.0
2020-12-02,-4.4,-0.4,-2.8,0.0,0.0,6.0,22.0
2020-12-03,-4.3,-0.5,-2.6,0.0,0.0,5.0,14.0
2020-12-04,-4.7,-2.0,-3.1,0.2,0.0,4.0,14.0
2020-12-05,-4.4,0.7,-0.4,1.7,0.0,3.0,18.0
2020-12-06,-0.1,1.7,0.5,6.3,0.0,1.0,14.0
2020-12-07,-0.9,0.4,-0.1,0.0,0.0,5.0,17.0
2020-12-08,-2.7,-0.4,-1.3,1.5,0.0,1.0,19.0
2020-12-09,-1.0,0.4,-0.3,5.6,0.0,3.0,28.0
2020-12-10,-1.5,-0.4,-0.9,0.0,0.0,9.0,9.0
2020-12-11,-2.5,-0.6,-1.8,0.0,0.0,5.0,23.0
2020-12-12,-2.2,2.5,0.8,0.3,0.0,4.0,20.0
2020-12-13,1.7,5.1,3.3,0.0,0.0,0.0,17.0
2020-12-14,-1.9,2.3,0.4,0.0,0.0,0.0,16.0
2020-12-15,-0.6,6.1,2.7,0.1,0.3,0.0,20.0
2020-12-16,0.9,8.7,3.6,0.0,5.2,0.0,14.0
2020-12-17,1.0,4.2,2.3,0.0,0.0,0.0,28.0
2020-12-18,-1.8,7.5,2.4,0.0,5.5,0.0,14.0
2020-12-19,-2.3,1.3,-0.9,0.0,0.0,0.0,12.0
2020-12-20,-0.9,2.0,0.0,0.5,0.0,0.0,11.0
2020-12-21,1.3,6.4,3.3,3.0,0.0,0.0,36.0
2020-12-22,6.4,11.8,9.7,0.4,0.3,0.0,39.0
2020-12-23,8.1,10.4,9.4,7.0,0.0,0.0,28.0
2020-12-24,1.0,8.1,5.5,3.8,0.7,0.0,53.0
2020-12-25,-3.6,1.3,-0.2,0.3,0.0,0.0,38.0
2020-12-26,-7.1,0.5,-3.0,0.0,6.1,0.0,22.0
2020-12-27,-7.5,-1.5,-3.7,0.0,0.2,0.0,28.0
2020-12-28,-2.8,1.0,-0.9,0.4,0.0,1.0,44.0
2020-12-29,-1.0,4.4,1.8,0.0,2.1,1.0,45.0
2020-12-30,-1.3,3.1,0.7,0.0,1.6,1.0,27.0
2020-12-31,-4.1,1.4,-0.7,3.2,3.0,1.0,31.0
2021-01-01,-0.9,1.4,-0.1,0.1,0.0,5.0,17.0
2021-01-02,-1.7,0.2,-0.8,0.5,0.0,2.0,28.0
2021-01-03,-2.6,-0.3,-1.5,0.1,0.0,3.0,12.0
2021-01-04,-3.0,-1.1,-1.9,0.0,0.0,3.0,30.0
2021-01-05,-2.2,-0.7,-1.7,0.6,0.0,3.0,22.0
2021-01-06,-2.1,-0.1,-1.3,6.5,0.0,4.0,12.0
2021-01-07,-2.3,0.1,-1.5,0.0,0.0,11.0,16.0
2021-01-08,-3.8,-0.3,-2.1,0.0,1.1,9.0,22.0
2021-01-09,-9.0,-0.9,-4.5,0.0,2.9,8.0,24.0
2021-01-10,-6.4,-3.6,-4.7,0.0,0.0,7.0,27.0
2021-01-11,-8.9,-5.5,-6.6,0.0,0.0,7.0,19.0
2021-01-12,-6.7,0.9,-2.2,4.9,0.0,7.0,57.0
2021-01-13,-1.9,2.2,-0.5,2.5,2.6,18.0,39.0
2021-01-14,-4.0,1.0,-1.2,0.0,0.0,20.0,38.0
